dteday,season,year,month,hour,weekday,workingday,weather_situation,temp,average_temp,humidity,windspeed,casual,registered,total,total_customers,recency,monetary_value_x,R,F,M,RFM_Score,cluster,frequency,monetary_value_y,r_score,monetary_value
2012-03-15,spring,2012,March,18,Thursday,Workingday,Clear,0.66,0.6212,0.44,0.2836,98,648,746,746,291,746,3,4,3,343,2,728,309772,3,746
2012-03-15,spring,2012,March,19,Thursday,Workingday,Mist,0.64,0.6212,0.5,0.194,72,353,425,425,291,425,3,4,3,343,2,728,226789,3,425
2012-03-15,spring,2012,March,20,Thursday,Workingday,Mist,0.58,0.5455,0.6,0.3582,60,270,330,330,291,330,3,4,3,343,2,728,164550,3,330
2012-03-15,spring,2012,March,21,Thursday,Workingday,Clear,0.54,0.5152,0.68,0.2836,36,207,243,243,291,243,3,3,3,333,0,728,125445,3,243
2012-03-15,spring,2012,March,22,Thursday,Workingday,Clear,0.52,0.5,0.68,0.1343,32,137,169,169,291,169,3,3,3,333,0,728,95612,3,169
2012-03-15,spring,2012,March,23,Thursday,Workingday,Clear,0.48,0.4697,0.72,0.194,12,85,97,97,291,97,3,2,2,322,0,728,63941,3,97
2012-03-16,spring,2012,March,0,Friday,Workingday,Clear,0.44,0.4394,0.77,0.2537,8,49,57,57,290,57,3,2,2,322,0,726,39130,3,57
2012-03-16,spring,2012,March,1,Friday,Workingday,Mist,0.42,0.4242,0.82,0.3284,4,22,26,26,290,26,3,1,2,312,1,724,24164,3,26
2012-03-16,spring,2012,March,2,Friday,Workingday,Mist,0.42,0.4242,0.82,0.194,0,4,4,4,290,4,3,1,2,312,0,715,16352,3,4
2012-03-16,spring,2012,March,3,Friday,Workingday,Mist,0.4,0.4091,0.87,0.2836,0,3,3,3,290,3,3,1,2,312,0,697,8174,3,3
2012-03-16,spring,2012,March,4,Friday,Workingday,Mist,0.4,0.4091,0.87,0.2537,0,3,3,3,290,3,3,1,2,312,0,697,4428,3,3
2012-03-16,spring,2012,March,5,Friday,Workingday,Mist,0.4,0.4091,0.87,0.2239,2,30,32,32,290,32,3,1,2,312,0,717,14261,3,32
2012-03-16,spring,2012,March,6,Friday,Workingday,Mist,0.4,0.4091,0.87,0.1642,3,96,99,99,290,99,3,2,2,322,0,725,55132,3,99
2012-03-16,spring,2012,March,7,Friday,Workingday,Mist,0.4,0.4091,0.87,0.194,13,265,278,278,290,278,3,3,2,332,0,727,154171,3,278
2012-03-16,spring,2012,March,8,Friday,Workingday,Mist,0.4,0.4091,0.87,0.2239,28,534,562,562,290,562,3,4,2,342,0,727,261001,3,562
2012-03-16,spring,2012,March,9,Friday,Workingday,Mist,0.42,0.4242,0.82,0.0,35,277,312,312,290,312,3,4,2,342,0,727,159438,3,312
2012-03-16,spring,2012,March,10,Friday,Workingday,Mist,0.4,0.4091,0.87,0.0896,44,136,180,180,290,180,3,3,2,332,0,727,126257,3,180
2012-03-16,spring,2012,March,11,Friday,Workingday,Mist,0.44,0.4394,0.77,0.0,40,167,207,207,290,207,3,3,2,332,0,727,151320,3,207
2012-03-16,spring,2012,March,12,Friday,Workingday,Mist,0.44,0.4394,0.82,0.1343,72,222,294,294,290,294,3,4,2,342,0,728,184414,3,294
2012-03-16,spring,2012,March,13,Friday,Workingday,Mist,0.46,0.4545,0.77,0.0896,52,208,260,260,290,260,3,3,2,332,0,729,184919,3,260
2012-03-16,spring,2012,March,14,Friday,Workingday,Mist,0.48,0.4697,0.72,0.0,56,146,202,202,290,202,3,3,2,332,0,729,175652,3,202
2012-03-16,spring,2012,March,15,Friday,Workingday,Light Snow,0.46,0.4545,0.82,0.1045,19,88,107,107,290,107,3,2,2,322,0,729,183149,3,107
2012-03-16,spring,2012,March,16,Friday,Workingday,Light Snow,0.48,0.4697,0.77,0.0,18,111,129,129,290,129,3,2,2,322,0,730,227748,3,129
2012-03-16,spring,2012,March,17,Friday,Workingday,Light Snow,0.48,0.4697,0.82,0.0896,23,235,258,258,290,258,3,3,2,332,0,730,336860,3,258
2012-03-16,spring,2012,March,18,Friday,Workingday,Light Snow,0.48,0.4697,0.82,0.0896,31,377,408,408,290,408,3,4,2,342,0,728,309772,3,408
2012-03-16,spring,2012,March,19,Friday,Workingday,Mist,0.46,0.4545,0.88,0.0,23,273,296,296,290,296,3,4,2,342,0,728,226789,3,296
2012-03-16,spring,2012,March,20,Friday,Workingday,Clear,0.46,0.4545,0.88,0.0,31,204,235,235,290,235,3,3,2,332,0,728,164550,3,235
2012-03-16,spring,2012,March,21,Friday,Workingday,Mist,0.44,0.4394,0.94,0.0,8,144,152,152,290,152,3,3,2,332,0,728,125445,3,152
2012-03-16,spring,2012,March,22,Friday,Workingday,Mist,0.44,0.4394,0.94,0.0,16,132,148,148,290,148,3,3,2,332,0,728,95612,3,148
2012-03-16,spring,2012,March,23,Friday,Workingday,Mist,0.44,0.4394,0.94,0.0,22,104,126,126,290,126,3,2,2,322,0,728,63941,3,126
2012-03-17,spring,2012,March,0,Saturday,Holiday,Mist,0.44,0.4394,0.94,0.0896,13,87,100,100,289,100,3,2,2,322,0,726,39130,3,100
2012-03-17,spring,2012,March,1,Saturday,Holiday,Mist,0.44,0.4394,0.94,0.0,12,57,69,69,289,69,3,2,2,322,0,724,24164,3,69
2012-03-17,spring,2012,March,2,Saturday,Holiday,Mist,0.44,0.4394,0.88,0.0,10,32,42,42,289,42,3,2,2,322,0,715,16352,3,42
2012-03-17,spring,2012,March,3,Saturday,Holiday,Mist,0.44,0.4394,0.88,0.0,2,24,26,26,289,26,3,1,2,312,0,697,8174,3,26
2012-03-17,spring,2012,March,4,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.0,0,2,2,2,289,2,3,1,2,312,0,697,4428,3,2
2012-03-17,spring,2012,March,5,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.0896,5,3,8,8,289,8,3,1,2,312,0,717,14261,3,8
2012-03-17,spring,2012,March,6,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.194,1,29,30,30,289,30,3,1,2,312,0,725,55132,3,30
2012-03-17,spring,2012,March,7,Saturday,Holiday,Mist,0.4,0.4091,1.0,0.1343,29,57,86,86,289,86,3,2,2,322,0,727,154171,3,86
2012-03-17,spring,2012,March,8,Saturday,Holiday,Mist,0.42,0.4242,0.94,0.1045,63,155,218,218,289,218,3,3,2,332,0,727,261001,3,218
2012-03-17,spring,2012,March,9,Saturday,Holiday,Mist,0.44,0.4394,0.88,0.0896,104,217,321,321,289,321,3,4,2,342,0,727,159438,3,321
2012-03-17,spring,2012,March,10,Saturday,Holiday,Mist,0.5,0.4848,0.77,0.0896,140,303,443,443,289,443,3,4,2,342,2,727,126257,3,443
2012-03-17,spring,2012,March,11,Saturday,Holiday,Mist,0.52,0.5,0.77,0.1343,226,359,585,585,289,585,3,4,3,343,2,727,151320,3,585
2012-03-17,spring,2012,March,12,Saturday,Holiday,Clear,0.56,0.5303,0.68,0.1642,286,365,651,651,289,651,3,4,3,343,2,728,184414,3,651
2012-03-17,spring,2012,March,13,Saturday,Holiday,Clear,0.6,0.6061,0.6,0.1045,286,400,686,686,289,686,3,4,3,343,2,729,184919,3,686
2012-03-17,spring,2012,March,14,Saturday,Holiday,Clear,0.62,0.6212,0.53,0.0896,352,338,690,690,289,690,3,4,3,343,2,729,175652,3,690
2012-03-17,spring,2012,March,15,Saturday,Holiday,Clear,0.64,0.6212,0.53,0.1343,357,322,679,679,289,679,3,4,3,343,2,729,183149,3,679
2012-03-17,spring,2012,March,16,Saturday,Holiday,Clear,0.64,0.6212,0.5,0.0,367,318,685,685,289,685,3,4,3,343,2,730,227748,3,685
2012-03-17,spring,2012,March,17,Saturday,Holiday,Clear,0.64,0.6212,0.5,0.1343,291,357,648,648,289,648,3,4,3,343,2,730,336860,3,648
2012-03-17,spring,2012,March,18,Saturday,Holiday,Clear,0.62,0.6212,0.57,0.2985,221,339,560,560,289,560,3,4,3,343,2,728,309772,3,560
2012-03-17,spring,2012,March,19,Saturday,Holiday,Clear,0.58,0.5455,0.64,0.2836,155,262,417,417,289,417,3,4,3,343,2,728,226789,3,417
2012-03-17,spring,2012,March,20,Saturday,Holiday,Clear,0.56,0.5303,0.64,0.194,89,182,271,271,289,271,3,3,3,333,2,728,164550,3,271
2012-03-17,spring,2012,March,21,Saturday,Holiday,Clear,0.54,0.5152,0.68,0.1642,54,169,223,223,289,223,3,3,3,333,0,728,125445,3,223
2012-03-17,spring,2012,March,22,Saturday,Holiday,Clear,0.54,0.5152,0.68,0.0,58,153,211,211,289,211,3,3,3,333,0,728,95612,3,211
2012-03-17,spring,2012,March,23,Saturday,Holiday,Clear,0.5,0.4848,0.77,0.1642,34,151,185,185,289,185,3,3,2,332,0,728,63941,3,185
2012-03-18,spring,2012,March,0,Sunday,Holiday,Clear,0.46,0.4545,0.88,0.194,27,80,107,107,288,107,3,2,2,322,0,726,39130,3,107
2012-03-18,spring,2012,March,1,Sunday,Holiday,Clear,0.46,0.4545,0.82,0.1343,25,88,113,113,288,113,3,2,2,322,0,724,24164,3,113
2012-03-18,spring,2012,March,2,Sunday,Holiday,Mist,0.46,0.4545,0.82,0.1045,15,41,56,56,288,56,3,2,2,322,0,715,16352,3,56
2012-03-18,spring,2012,March,3,Sunday,Holiday,Mist,0.44,0.4394,0.88,0.1343,3,15,18,18,288,18,3,1,2,312,0,697,8174,3,18
2012-03-18,spring,2012,March,4,Sunday,Holiday,Mist,0.42,0.4242,0.94,0.1642,6,8,14,14,288,14,3,1,2,312,0,697,4428,3,14
2012-03-18,spring,2012,March,5,Sunday,Holiday,Mist,0.4,0.4091,0.94,0.1045,0,6,6,6,288,6,3,1,2,312,0,717,14261,3,6
2012-03-18,spring,2012,March,6,Sunday,Holiday,Mist,0.4,0.4091,0.94,0.1045,2,9,11,11,288,11,3,1,2,312,0,725,55132,3,11
2012-03-18,spring,2012,March,7,Sunday,Holiday,Light Snow,0.42,0.4242,0.88,0.1642,17,25,42,42,288,42,3,2,2,322,0,727,154171,3,42
2012-03-18,spring,2012,March,8,Sunday,Holiday,Mist,0.42,0.4242,0.88,0.1045,25,71,96,96,288,96,3,2,2,322,0,727,261001,3,96
2012-03-18,spring,2012,March,9,Sunday,Holiday,Mist,0.42,0.4242,0.88,0.0896,65,113,178,178,288,178,3,3,2,332,0,727,159438,3,178
2012-03-18,spring,2012,March,10,Sunday,Holiday,Mist,0.42,0.4242,0.88,0.1045,139,212,351,351,288,351,3,4,2,342,0,727,126257,3,351
2012-03-18,spring,2012,March,11,Sunday,Holiday,Mist,0.44,0.4394,0.82,0.1642,129,239,368,368,288,368,3,4,2,342,2,727,151320,3,368
2012-03-18,spring,2012,March,12,Sunday,Holiday,Mist,0.44,0.4394,0.88,0.1343,222,281,503,503,288,503,3,4,2,342,2,728,184414,3,503
2012-03-18,spring,2012,March,13,Sunday,Holiday,Mist,0.46,0.4545,0.82,0.1642,198,346,544,544,288,544,3,4,2,342,2,729,184919,3,544
2012-03-18,spring,2012,March,14,Sunday,Holiday,Mist,0.5,0.4848,0.77,0.0896,218,303,521,521,288,521,3,4,2,342,2,729,175652,3,521
2012-03-18,spring,2012,March,15,Sunday,Holiday,Clear,0.54,0.5152,0.68,0.0896,240,314,554,554,288,554,3,4,3,343,2,729,183149,3,554
2012-03-18,spring,2012,March,16,Sunday,Holiday,Clear,0.54,0.5152,0.73,0.0896,229,312,541,541,288,541,3,4,3,343,2,730,227748,3,541
2012-03-18,spring,2012,March,17,Sunday,Holiday,Clear,0.56,0.5303,0.64,0.0896,233,308,541,541,288,541,3,4,3,343,2,730,336860,3,541
2012-03-18,spring,2012,March,18,Sunday,Holiday,Clear,0.56,0.5303,0.64,0.1642,165,294,459,459,288,459,3,4,3,343,2,728,309772,3,459
2012-03-18,spring,2012,March,19,Sunday,Holiday,Clear,0.56,0.5303,0.64,0.1642,118,234,352,352,288,352,3,4,3,343,2,728,226789,3,352
2012-03-18,spring,2012,March,20,Sunday,Holiday,Clear,0.52,0.5,0.77,0.1343,59,139,198,198,288,198,3,3,3,333,0,728,164550,3,198
2012-03-18,spring,2012,March,21,Sunday,Holiday,Clear,0.52,0.5,0.72,0.0896,44,129,173,173,288,173,3,3,3,333,0,728,125445,3,173
2012-03-18,spring,2012,March,22,Sunday,Holiday,Clear,0.5,0.4848,0.77,0.1045,21,79,100,100,288,100,3,2,2,322,0,728,95612,3,100
2012-03-18,spring,2012,March,23,Sunday,Holiday,Clear,0.48,0.4697,0.82,0.1642,7,39,46,46,288,46,3,2,2,322,0,728,63941,3,46
2012-03-19,spring,2012,March,0,Monday,Workingday,Clear,0.48,0.4697,0.82,0.1045,4,19,23,23,287,23,3,1,2,312,0,726,39130,3,23
2012-03-19,spring,2012,March,1,Monday,Workingday,Clear,0.46,0.4545,0.88,0.1045,0,15,15,15,287,15,3,1,2,312,0,724,24164,3,15
2012-03-19,spring,2012,March,2,Monday,Workingday,Clear,0.46,0.4545,0.88,0.1642,1,7,8,8,287,8,3,1,2,312,0,715,16352,3,8
2012-03-19,spring,2012,March,3,Monday,Workingday,Clear,0.46,0.4545,0.88,0.0896,0,2,2,2,287,2,3,1,2,312,0,697,8174,3,2
2012-03-19,spring,2012,March,4,Monday,Workingday,Clear,0.44,0.4394,0.94,0.0,0,3,3,3,287,3,3,1,2,312,0,697,4428,3,3
2012-03-19,spring,2012,March,5,Monday,Workingday,Clear,0.44,0.4394,0.94,0.0,0,31,31,31,287,31,3,1,2,312,0,717,14261,3,31
2012-03-19,spring,2012,March,6,Monday,Workingday,Clear,0.46,0.4545,0.88,0.1343,2,118,120,120,287,120,3,2,2,322,0,725,55132,3,120
2012-03-19,spring,2012,March,7,Monday,Workingday,Clear,0.46,0.4545,0.88,0.194,25,329,354,354,287,354,3,4,2,342,0,727,154171,3,354
2012-03-19,spring,2012,March,8,Monday,Workingday,Clear,0.46,0.4545,0.88,0.1045,16,563,579,579,287,579,3,4,2,342,0,727,261001,3,579
2012-03-19,spring,2012,March,9,Monday,Workingday,Clear,0.5,0.4848,0.72,0.1642,55,276,331,331,287,331,3,4,2,342,0,727,159438,3,331
2012-03-19,spring,2012,March,10,Monday,Workingday,Clear,0.52,0.5,0.72,0.1343,56,128,184,184,287,184,3,3,3,333,0,727,126257,3,184
2012-03-19,spring,2012,March,11,Monday,Workingday,Clear,0.56,0.5303,0.68,0.1642,56,145,201,201,287,201,3,3,3,333,0,727,151320,3,201
2012-03-19,spring,2012,March,12,Monday,Workingday,Clear,0.6,0.6061,0.64,0.2537,71,211,282,282,287,282,3,4,3,343,2,728,184414,3,282
2012-03-19,spring,2012,March,13,Monday,Workingday,Clear,0.62,0.6061,0.61,0.2537,69,194,263,263,287,263,3,3,3,333,2,729,184919,3,263
2012-03-19,spring,2012,March,14,Monday,Workingday,Mist,0.64,0.6212,0.57,0.194,60,200,260,260,287,260,3,3,3,333,2,729,175652,3,260
2012-03-19,spring,2012,March,15,Monday,Workingday,Clear,0.64,0.6212,0.57,0.2239,97,189,286,286,287,286,3,4,3,343,2,729,183149,3,286
2012-03-19,spring,2012,March,16,Monday,Workingday,Clear,0.66,0.6212,0.5,0.2239,65,320,385,385,287,385,3,4,3,343,2,730,227748,3,385
2012-03-19,spring,2012,March,17,Monday,Workingday,Clear,0.64,0.6212,0.53,0.2239,106,615,721,721,287,721,3,4,3,343,2,730,336860,3,721
2012-03-19,spring,2012,March,18,Monday,Workingday,Clear,0.64,0.6212,0.57,0.2537,120,681,801,801,287,801,3,4,3,343,2,728,309772,3,801
2012-03-19,spring,2012,March,19,Monday,Workingday,Clear,0.62,0.6061,0.61,0.2239,86,463,549,549,287,549,3,4,3,343,2,728,226789,3,549
2012-03-19,spring,2012,March,20,Monday,Workingday,Clear,0.6,0.6061,0.64,0.2239,34,296,330,330,287,330,3,4,3,343,2,728,164550,3,330
2012-03-19,spring,2012,March,21,Monday,Workingday,Clear,0.6,0.6061,0.64,0.1642,33,190,223,223,287,223,3,3,3,333,0,728,125445,3,223
2012-03-19,spring,2012,March,22,Monday,Workingday,Mist,0.56,0.5303,0.73,0.1642,17,131,148,148,287,148,3,3,3,333,0,728,95612,3,148
2012-03-19,spring,2012,March,23,Monday,Workingday,Mist,0.56,0.5303,0.78,0.1343,9,45,54,54,287,54,3,2,3,323,0,728,63941,3,54
2012-03-20,spring,2012,March,0,Tuesday,Workingday,Mist,0.56,0.5303,0.78,0.0896,5,24,29,29,286,29,3,1,3,313,0,726,39130,3,29
2012-03-20,spring,2012,March,1,Tuesday,Workingday,Clear,0.54,0.5152,0.88,0.0,6,9,15,15,286,15,3,1,3,313,0,724,24164,3,15
2012-03-20,spring,2012,March,2,Tuesday,Workingday,Clear,0.54,0.5152,0.88,0.0896,2,8,10,10,286,10,3,1,3,313,0,715,16352,3,10
2012-03-20,spring,2012,March,3,Tuesday,Workingday,Mist,0.54,0.5152,0.88,0.0,0,3,3,3,286,3,3,1,3,313,0,697,8174,3,3
2012-03-20,spring,2012,March,4,Tuesday,Workingday,Mist,0.52,0.5,0.88,0.1343,0,6,6,6,286,6,3,1,3,313,0,697,4428,3,6
2012-03-20,spring,2012,March,5,Tuesday,Workingday,Mist,0.52,0.5,0.94,0.0,0,20,20,20,286,20,3,1,3,313,0,717,14261,3,20
2012-03-20,spring,2012,March,6,Tuesday,Workingday,Mist,0.52,0.5,0.94,0.1642,6,94,100,100,286,100,3,2,3,323,0,725,55132,3,100
2012-03-20,spring,2012,March,7,Tuesday,Workingday,Light Snow,0.52,0.5,0.94,0.2239,3,167,170,170,286,170,3,3,3,333,0,727,154171,3,170
2012-03-20,spring,2012,March,8,Tuesday,Workingday,Mist,0.52,0.5,0.88,0.1045,28,488,516,516,286,516,3,4,3,343,0,727,261001,3,516
2012-03-20,spring,2012,March,9,Tuesday,Workingday,Mist,0.54,0.5152,0.88,0.1642,41,284,325,325,286,325,3,4,3,343,0,727,159438,3,325
2012-03-20,spring,2012,March,10,Tuesday,Workingday,Clear,0.54,0.5152,0.88,0.194,44,119,163,163,286,163,3,3,3,333,0,727,126257,3,163
2012-03-20,spring,2012,March,11,Tuesday,Workingday,Clear,0.58,0.5455,0.83,0.1343,74,156,230,230,286,230,3,3,3,333,0,727,151320,3,230
2012-03-20,spring,2012,March,12,Tuesday,Workingday,Clear,0.6,0.5758,0.78,0.2537,56,205,261,261,286,261,3,3,3,333,0,728,184414,3,261
2012-03-20,spring,2012,March,13,Tuesday,Workingday,Clear,0.6,0.5758,0.78,0.194,77,207,284,284,286,284,3,4,3,343,0,729,184919,3,284
2012-03-20,spring,2012,March,14,Tuesday,Workingday,Mist,0.6,0.5909,0.73,0.1642,66,182,248,248,286,248,3,3,3,333,0,729,175652,3,248
2012-03-20,spring,2012,March,15,Tuesday,Workingday,Mist,0.62,0.6061,0.69,0.1045,67,177,244,244,286,244,3,3,3,333,0,729,183149,3,244
2012-03-20,spring,2012,March,16,Tuesday,Workingday,Clear,0.62,0.6061,0.66,0.2239,99,332,431,431,286,431,3,4,3,343,2,730,227748,3,431
2012-03-20,spring,2012,March,17,Tuesday,Workingday,Clear,0.6,0.5909,0.73,0.194,108,642,750,750,286,750,3,4,3,343,2,730,336860,3,750
2012-03-20,spring,2012,March,18,Tuesday,Workingday,Clear,0.6,0.5909,0.69,0.2537,136,665,801,801,286,801,3,4,3,343,2,728,309772,3,801
2012-03-20,spring,2012,March,19,Tuesday,Workingday,Clear,0.58,0.5455,0.73,0.1343,75,480,555,555,286,555,3,4,3,343,2,728,226789,3,555
2012-03-20,spring,2012,March,20,Tuesday,Workingday,Clear,0.58,0.5455,0.68,0.0896,78,299,377,377,286,377,3,4,3,343,2,728,164550,3,377
2012-03-20,spring,2012,March,21,Tuesday,Workingday,Clear,0.56,0.5303,0.73,0.0,38,239,277,277,286,277,3,3,3,333,0,728,125445,3,277
2012-03-20,spring,2012,March,22,Tuesday,Workingday,Clear,0.54,0.5152,0.77,0.0,32,156,188,188,286,188,3,3,3,333,0,728,95612,3,188
2012-03-20,spring,2012,March,23,Tuesday,Workingday,Clear,0.52,0.5,0.83,0.0,10,80,90,90,286,90,3,2,3,323,0,728,63941,3,90
2012-03-21,summer,2012,March,0,Wednesday,Workingday,Clear,0.52,0.5,0.88,0.0,4,29,33,33,285,33,3,1,3,313,0,726,39130,3,33
2012-03-21,summer,2012,March,1,Wednesday,Workingday,Clear,0.52,0.5,0.83,0.0896,4,22,26,26,285,26,3,1,3,313,0,724,24164,3,26
2012-03-21,summer,2012,March,2,Wednesday,Workingday,Clear,0.5,0.4848,0.88,0.1343,2,8,10,10,285,10,3,1,2,312,0,715,16352,3,10
2012-03-21,summer,2012,March,3,Wednesday,Workingday,Mist,0.5,0.4848,0.88,0.194,1,7,8,8,285,8,3,1,2,312,0,697,8174,3,8
2012-03-21,summer,2012,March,4,Wednesday,Workingday,Mist,0.5,0.4848,0.88,0.1343,0,4,4,4,285,4,3,1,2,312,0,697,4428,3,4
2012-03-21,summer,2012,March,5,Wednesday,Workingday,Mist,0.5,0.4848,0.88,0.1343,4,35,39,39,285,39,3,1,2,312,0,717,14261,3,39
2012-03-21,summer,2012,March,6,Wednesday,Workingday,Mist,0.48,0.4697,0.94,0.2239,10,139,149,149,285,149,3,3,2,332,0,725,55132,3,149
2012-03-21,summer,2012,March,7,Wednesday,Workingday,Light Snow,0.48,0.4697,0.94,0.194,34,338,372,372,285,372,3,4,2,342,0,727,154171,3,372
2012-03-21,summer,2012,March,8,Wednesday,Workingday,Light Snow,0.48,0.4697,0.94,0.1045,33,502,535,535,285,535,3,4,2,342,0,727,261001,3,535
2012-03-21,summer,2012,March,9,Wednesday,Workingday,Mist,0.5,0.4848,0.88,0.1642,38,255,293,293,285,293,3,4,2,342,0,727,159438,3,293
2012-03-21,summer,2012,March,10,Wednesday,Workingday,Mist,0.52,0.5,0.83,0.1642,30,124,154,154,285,154,3,3,3,333,0,727,126257,3,154
2012-03-21,summer,2012,March,11,Wednesday,Workingday,Mist,0.52,0.5,0.83,0.1642,38,154,192,192,285,192,3,3,3,333,0,727,151320,3,192
2012-03-21,summer,2012,March,12,Wednesday,Workingday,Mist,0.54,0.5152,0.77,0.0,58,171,229,229,285,229,3,3,3,333,0,728,184414,3,229
2012-03-21,summer,2012,March,13,Wednesday,Workingday,Mist,0.54,0.5152,0.83,0.0,81,222,303,303,285,303,3,4,3,343,0,729,184919,3,303
2012-03-21,summer,2012,March,14,Wednesday,Workingday,Mist,0.56,0.5303,0.78,0.0,74,151,225,225,285,225,3,3,3,333,0,729,175652,3,225
2012-03-21,summer,2012,March,15,Wednesday,Workingday,Mist,0.56,0.5303,0.78,0.0,68,175,243,243,285,243,3,3,3,333,0,729,183149,3,243
2012-03-21,summer,2012,March,16,Wednesday,Workingday,Clear,0.58,0.5455,0.73,0.0,91,287,378,378,285,378,3,4,3,343,0,730,227748,3,378
2012-03-21,summer,2012,March,17,Wednesday,Workingday,Clear,0.6,0.5909,0.69,0.0896,113,616,729,729,285,729,3,4,3,343,2,730,336860,3,729
2012-03-21,summer,2012,March,18,Wednesday,Workingday,Clear,0.6,0.5909,0.69,0.0,152,627,779,779,285,779,3,4,3,343,2,728,309772,3,779
2012-03-21,summer,2012,March,19,Wednesday,Workingday,Clear,0.6,0.6061,0.64,0.0,86,496,582,582,285,582,3,4,3,343,2,728,226789,3,582
2012-03-21,summer,2012,March,20,Wednesday,Workingday,Clear,0.56,0.5303,0.78,0.0896,76,298,374,374,285,374,3,4,3,343,0,728,164550,3,374
2012-03-21,summer,2012,March,21,Wednesday,Workingday,Clear,0.54,0.5152,0.83,0.1045,47,204,251,251,285,251,3,3,3,333,0,728,125445,3,251
2012-03-21,summer,2012,March,22,Wednesday,Workingday,Clear,0.52,0.5,0.83,0.1642,41,156,197,197,285,197,3,3,3,333,0,728,95612,3,197
2012-03-21,summer,2012,March,23,Wednesday,Workingday,Clear,0.54,0.5152,0.77,0.0,37,88,125,125,285,125,3,2,3,323,0,728,63941,3,125
2012-03-22,summer,2012,March,0,Thursday,Workingday,Clear,0.52,0.5,0.83,0.0896,9,32,41,41,284,41,3,2,3,323,0,726,39130,3,41
2012-03-22,summer,2012,March,1,Thursday,Workingday,Clear,0.52,0.5,0.83,0.0896,14,16,30,30,284,30,3,1,3,313,0,724,24164,3,30
2012-03-22,summer,2012,March,2,Thursday,Workingday,Clear,0.52,0.5,0.83,0.0896,1,5,6,6,284,6,3,1,3,313,0,715,16352,3,6
2012-03-22,summer,2012,March,3,Thursday,Workingday,Clear,0.52,0.5,0.83,0.0896,0,7,7,7,284,7,3,1,3,313,0,697,8174,3,7
2012-03-22,summer,2012,March,4,Thursday,Workingday,Mist,0.48,0.4697,1.0,0.0896,0,6,6,6,284,6,3,1,2,312,0,697,4428,3,6
2012-03-22,summer,2012,March,5,Thursday,Workingday,Mist,0.48,0.4697,1.0,0.0896,2,32,34,34,284,34,3,1,2,312,0,717,14261,3,34
2012-03-22,summer,2012,March,6,Thursday,Workingday,Mist,0.48,0.4697,1.0,0.0896,10,126,136,136,284,136,3,2,2,322,0,725,55132,3,136
2012-03-22,summer,2012,March,7,Thursday,Workingday,Mist,0.48,0.4697,1.0,0.0896,29,332,361,361,284,361,3,4,2,342,0,727,154171,3,361
2012-03-22,summer,2012,March,8,Thursday,Workingday,Mist,0.5,0.4848,0.94,0.0896,51,598,649,649,284,649,3,4,2,342,0,727,261001,3,649
2012-03-22,summer,2012,March,9,Thursday,Workingday,Mist,0.5,0.4848,0.94,0.0896,41,277,318,318,284,318,3,4,2,342,0,727,159438,3,318
2012-03-22,summer,2012,March,10,Thursday,Workingday,Mist,0.5,0.4848,1.0,0.0896,32,110,142,142,284,142,3,2,2,322,0,727,126257,3,142
2012-03-22,summer,2012,March,11,Thursday,Workingday,Mist,0.52,0.5,0.94,0.0,53,166,219,219,284,219,3,3,3,333,0,727,151320,3,219
2012-03-22,summer,2012,March,12,Thursday,Workingday,Mist,0.54,0.5152,0.88,0.194,48,224,272,272,284,272,3,3,3,333,0,728,184414,3,272
2012-03-22,summer,2012,March,13,Thursday,Workingday,Clear,0.58,0.5455,0.78,0.0896,83,215,298,298,284,298,3,4,3,343,0,729,184919,3,298
2012-03-22,summer,2012,March,14,Thursday,Workingday,Clear,0.6,0.5909,0.73,0.1045,96,161,257,257,284,257,3,3,3,333,0,729,175652,3,257
2012-03-22,summer,2012,March,15,Thursday,Workingday,Clear,0.62,0.6061,0.69,0.194,102,202,304,304,284,304,3,4,3,343,2,729,183149,3,304
2012-03-22,summer,2012,March,16,Thursday,Workingday,Clear,0.64,0.6061,0.65,0.194,125,300,425,425,284,425,3,4,3,343,2,730,227748,3,425
2012-03-22,summer,2012,March,17,Thursday,Workingday,Clear,0.66,0.6212,0.65,0.1642,154,656,810,810,284,810,3,4,3,343,2,730,336860,3,810
2012-03-22,summer,2012,March,18,Thursday,Workingday,Clear,0.66,0.6212,0.65,0.1642,147,654,801,801,284,801,3,4,3,343,2,728,309772,3,801
2012-03-22,summer,2012,March,19,Thursday,Workingday,Clear,0.66,0.6212,0.61,0.0,117,469,586,586,284,586,3,4,3,343,2,728,226789,3,586
2012-03-22,summer,2012,March,20,Thursday,Workingday,Clear,0.62,0.5909,0.73,0.2836,64,360,424,424,284,424,3,4,3,343,2,728,164550,3,424
2012-03-22,summer,2012,March,21,Thursday,Workingday,Clear,0.58,0.5455,0.78,0.1642,66,308,374,374,284,374,3,4,3,343,0,728,125445,3,374
2012-03-22,summer,2012,March,22,Thursday,Workingday,Clear,0.56,0.5303,0.83,0.194,56,164,220,220,284,220,3,3,3,333,0,728,95612,3,220
2012-03-22,summer,2012,March,23,Thursday,Workingday,Clear,0.56,0.5303,0.83,0.0896,34,117,151,151,284,151,3,3,3,333,0,728,63941,3,151
